"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 15 13:54:34 GMT 2021","Mon Nov 15 13:54:36 GMT 2021","1650","Ethers.js","","","","","testWritingToTheBlockchain",""
"passed","Mon Nov 15 13:54:38 GMT 2021","Mon Nov 15 13:54:38 GMT 2021","6","ethjs","","","","","Connection test (js)",""
"broken","Mon Nov 15 13:54:28 GMT 2021","Mon Nov 15 13:54:29 GMT 2021","844","Ethers.js","","","","","shouldCreateAcccountWithEthersJs",""
"failed","Mon Nov 15 13:56:49 GMT 2021","Mon Nov 15 13:57:00 GMT 2021","11247","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data2]",""
"passed","Mon Nov 15 13:58:37 GMT 2021","Mon Nov 15 13:58:45 GMT 2021","7999","tests.truffle","test_truffle","","","","test_truffle_test",""
"broken","Mon Nov 15 13:54:38 GMT 2021","Mon Nov 15 13:54:38 GMT 2021","7","ethjs","","","","","test01",""
"failed","Mon Nov 15 13:57:00 GMT 2021","Mon Nov 15 13:57:13 GMT 2021","12170","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data3]",""
"passed","Mon Nov 15 13:57:53 GMT 2021","Mon Nov 15 13:58:37 GMT 2021","44354","tests.truffle","test_truffle","","","","test_truffle_contract",""
"passed","Mon Nov 15 13:54:37 GMT 2021","Mon Nov 15 13:54:37 GMT 2021","8","Ethers.js","","","","","testStateChangingMethods",""
"broken","Mon Nov 15 13:54:32 GMT 2021","Mon Nov 15 13:54:34 GMT 2021","1987","Ethers.js","","","","","testQueryingBlockchain",""
"failed","Mon Nov 15 13:56:38 GMT 2021","Mon Nov 15 13:56:49 GMT 2021","11260","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data1]",""
"passed","Mon Nov 15 13:54:36 GMT 2021","Mon Nov 15 13:54:36 GMT 2021","10","Ethers.js","","","","","testContracts",""
"skipped","Mon Nov 15 13:56:24 GMT 2021","Mon Nov 15 13:56:24 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_advanced",""
"broken","Mon Nov 15 13:54:43 GMT 2021","Mon Nov 15 13:54:44 GMT 2021","1070","Hardhat advanced: Greeter","","","","","Should return the new greeting once it's changed",""
"skipped","Mon Nov 15 13:56:24 GMT 2021","Mon Nov 15 13:56:24 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"passed","Mon Nov 15 13:54:32 GMT 2021","Mon Nov 15 13:54:32 GMT 2021","2","Ethers.js","","","","","testSigner",""
"broken","Mon Nov 15 13:54:37 GMT 2021","Mon Nov 15 13:54:37 GMT 2021","489","Ethers.js","","","","","testQueryHistoricEvents",""
"broken","Mon Nov 15 13:54:37 GMT 2021","Mon Nov 15 13:54:38 GMT 2021","482","Ethers.js","","","","","testSigningMessages",""
"skipped","Mon Nov 15 13:56:24 GMT 2021","Mon Nov 15 13:56:24 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_simple",""
"failed","Mon Nov 15 13:56:24 GMT 2021","Mon Nov 15 13:56:38 GMT 2021","13357","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data0]",""
"passed","Mon Nov 15 13:57:13 GMT 2021","Mon Nov 15 13:57:53 GMT 2021","40215","tests.truffle","test_truffle","","","","test_truffle_migration",""
"failed","Mon Nov 15 13:58:45 GMT 2021","Mon Nov 15 13:59:26 GMT 2021","40419","tests.truffle","test_truffle","","","","test_issue_364_self_destruct_contract",""
"passed","Mon Nov 15 13:54:29 GMT 2021","Mon Nov 15 13:54:31 GMT 2021","1902","Ethers.js","","","","","shouldCountTransactions",""
"broken","Mon Nov 15 13:54:36 GMT 2021","Mon Nov 15 13:54:37 GMT 2021","982","Ethers.js","","","","","testReadOnlyMethods",""
"passed","Mon Nov 15 13:54:31 GMT 2021","Mon Nov 15 13:54:32 GMT 2021","984","Ethers.js","","","","","shouldConnectViaEthersJs",""
