"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 13 12:40:03 GMT 2021","Mon Dec 13 12:40:07 GMT 2021","3774","tests.brownie.token.tests","test_approve","","","","test_modify_approve",""
"passed","Mon Dec 13 12:41:02 GMT 2021","Mon Dec 13 12:41:08 GMT 2021","5848","tests.brownie.token.tests","test_transferFrom","","","","test_receiver_approval_not_affected",""
"passed","Mon Dec 13 12:38:18 GMT 2021","Mon Dec 13 12:38:23 GMT 2021","5284","","Contract: AccessControl Contract interface AccessControl ERC165's supportsInterface(bytes4)","","Contract: AccessControl Contract interface AccessControl ERC165's supportsInterface(bytes4)","claims support [skip-on-coverage]","claims support [skip-on-coverage]",""
"passed","Mon Dec 13 12:38:34 GMT 2021","Mon Dec 13 12:38:44 GMT 2021","9759","","Contract: Address isContract","","Contract: Address isContract","returns true for contract address","returns true for contract address",""
"passed","Mon Dec 13 12:41:08 GMT 2021","Mon Dec 13 12:41:13 GMT 2021","4660","tests.brownie.token.tests","test_transferFrom","","","","test_total_supply_not_affected",""
"failed","Mon Dec 13 12:41:43 GMT 2021","Mon Dec 13 12:41:45 GMT 2021","2111","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_to_self_no_approval",""
"failed","Mon Dec 13 12:42:10 GMT 2021","Mon Dec 13 12:42:29 GMT 2021","19265","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data1]",""
"passed","Mon Dec 13 12:40:17 GMT 2021","Mon Dec 13 12:40:19 GMT 2021","2095","tests.brownie.token.tests","test_approve","","","","test_approval_event_fires",""
"passed","Mon Dec 13 12:38:40 GMT 2021","Mon Dec 13 12:38:44 GMT 2021","4129","","Contract: AccessControl Contract interface AccessControl renounceRole(bytes32,address)","","Contract: AccessControl Contract interface AccessControl renounceRole(bytes32,address)","has to be implemented","has to be implemented",""
"passed","Mon Dec 13 12:40:46 GMT 2021","Mon Dec 13 12:40:50 GMT 2021","4338","tests.brownie.token.tests","test_transferFrom","","","","test_sender_balance_decreases",""
"broken","Mon Dec 13 12:38:13 GMT 2021","Mon Dec 13 12:38:14 GMT 2021","864","Ethers.js","","","","","testReadOnlyMethods",""
"passed","Mon Dec 13 12:40:07 GMT 2021","Mon Dec 13 12:40:10 GMT 2021","3700","tests.brownie.token.tests","test_approve","","","","test_revoke_approve",""
"passed","Mon Dec 13 12:40:23 GMT 2021","Mon Dec 13 12:40:25 GMT 2021","2227","tests.brownie.token.tests","test_transfer","","","","test_sender_balance_decreases",""
"passed","Mon Dec 13 12:38:31 GMT 2021","Mon Dec 13 12:38:36 GMT 2021","4268","","Contract: AccessControl Contract interface AccessControl grantRole(bytes32,address)","","Contract: AccessControl Contract interface AccessControl grantRole(bytes32,address)","has to be implemented","has to be implemented",""
"passed","Mon Dec 13 12:41:39 GMT 2021","Mon Dec 13 12:41:43 GMT 2021","4596","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_to_self",""
