"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Dec 09 12:15:43 GMT 2021","Thu Dec 09 12:16:43 GMT 2021","60018","tests.truffle","test_truffle","","","","test_truffle_test",""
"broken","Thu Dec 09 12:10:14 GMT 2021","Thu Dec 09 12:10:45 GMT 2021","31370","tests.brownie.token.tests","test_transfer","","","","test_transfer_event_fires",""
"passed","Thu Dec 09 12:02:56 GMT 2021","Thu Dec 09 12:02:56 GMT 2021","8","Ethers.js","","","","","testContracts",""
"broken","Thu Dec 09 12:06:57 GMT 2021","Thu Dec 09 12:06:57 GMT 2021","0","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[4]",""
"broken","Thu Dec 09 12:12:48 GMT 2021","Thu Dec 09 12:12:48 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_caller_approval_affected",""
"passed","Thu Dec 09 12:14:07 GMT 2021","Thu Dec 09 12:14:49 GMT 2021","42232","tests.truffle","test_truffle","","","","test_truffle_migration",""
"failed","Thu Dec 09 12:13:47 GMT 2021","Thu Dec 09 12:14:07 GMT 2021","19422","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data3]",""
"broken","Thu Dec 09 12:10:13 GMT 2021","Thu Dec 09 12:10:14 GMT 2021","512","tests.brownie.token.tests","test_transfer","","","","test_insufficient_balance",""
"broken","Thu Dec 09 12:06:57 GMT 2021","Thu Dec 09 12:06:57 GMT 2021","0","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[2]",""
"broken","Thu Dec 09 12:12:48 GMT 2021","Thu Dec 09 12:12:48 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_returns_true",""
"broken","Thu Dec 09 12:10:45 GMT 2021","Thu Dec 09 12:10:45 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_sender_balance_decreases",""
"broken","Thu Dec 09 12:12:48 GMT 2021","Thu Dec 09 12:12:48 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_full_balance",""
"failed","Thu Dec 09 12:12:49 GMT 2021","Thu Dec 09 12:13:09 GMT 2021","19952","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data0]",""
