"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Dec 22 10:21:19 GMT 2021","Wed Dec 22 10:21:20 GMT 2021","1402","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_to_self_no_approval",""
"passed","Wed Dec 22 10:32:47 GMT 2021","Wed Dec 22 10:33:05 GMT 2021","17792","Contract: ERC20Burnable","burn","when the given amount is not greater than balance of the sender > for a zero amount","","","emits a transfer event",""
"passed","Wed Dec 22 10:31:43 GMT 2021","Wed Dec 22 10:32:47 GMT 2021","64210","Contract: ERC20Burnable","burn","when the given amount is not greater than balance of the sender > for a zero amount","","","burns the requested amount",""
"passed","Wed Dec 22 11:06:37 GMT 2021","Wed Dec 22 11:06:45 GMT 2021","8200","Contract: SafeMath","with custom revert message","sub","","","subtracts correctly",""
"passed","Wed Dec 22 10:50:04 GMT 2021","Wed Dec 22 10:50:08 GMT 2021","3685","Contract: ERC721PresetMinterPauserAutoId","Contract interface","ERC721 > balanceOf(address)","","","has to be implemented",""
"broken","Wed Dec 22 10:31:39 GMT 2021","Wed Dec 22 10:31:39 GMT 2021","1","Contract: UUPSUpgradeable","","","","","""before each"" hook for ""upgrade to upgradeable implementation with call""",""
"passed","Wed Dec 22 11:09:36 GMT 2021","Wed Dec 22 11:09:40 GMT 2021","4033","Contract: SafeCast","toInt64","","","","downcasts 1",""
"passed","Wed Dec 22 10:52:31 GMT 2021","Wed Dec 22 10:52:44 GMT 2021","12370","Contract: SafeERC20","with token that returns no boolean values","approvals > with zero allowance","","","doesn't revert when approving a zero allowance",""
"passed","Wed Dec 22 11:01:45 GMT 2021","Wed Dec 22 11:02:02 GMT 2021","16598","Contract: ERC165Checker","ERC165 and single interface supported","","","","supports mock interface via getSupportedInterfaces",""
"passed","Wed Dec 22 10:41:02 GMT 2021","Wed Dec 22 10:42:11 GMT 2021","68263","Contract: SafeERC20","with token that returns false on all calls","","","","reverts on decreaseAllowance",""
"skipped","Wed Dec 22 10:35:52 GMT 2021","Wed Dec 22 10:35:52 GMT 2021","0","Contract: ERC20Votes","set delegation","with signature","","","rejects bad nonce",""
"passed","Wed Dec 22 10:20:17 GMT 2021","Wed Dec 22 10:20:19 GMT 2021","2283","tests.brownie.token.tests","test_transfer","","","","test_sender_balance_decreases",""
"passed","Wed Dec 22 10:47:40 GMT 2021","Wed Dec 22 10:47:44 GMT 2021","4017","Contract: Arrays","findUpperBound","Odd number of elements","","","returns 0 for the element under the lower boundary",""
"passed","Wed Dec 22 11:01:58 GMT 2021","Wed Dec 22 11:02:06 GMT 2021","7903","Contract: Address","functionCall","with valid contract receiver","","","reverts when function does not exist",""
"passed","Wed Dec 22 10:40:47 GMT 2021","Wed Dec 22 10:41:02 GMT 2021","14526","Contract: ERC20PresetMinterPauser","pausing","","","","other accounts cannot pause",""
"failed","Wed Dec 22 10:21:24 GMT 2021","Wed Dec 22 10:21:42 GMT 2021","18065","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data0]",""
"passed","Wed Dec 22 10:52:26 GMT 2021","Wed Dec 22 10:52:30 GMT 2021","3713","Contract: ERC721PresetMinterPauserAutoId","Contract interface","ERC721Enumerable > tokenOfOwnerByIndex(address,uint256)","","","has to be implemented",""
"passed","Wed Dec 22 10:19:49 GMT 2021","Wed Dec 22 10:20:08 GMT 2021","19281","Contract: GovernorTimelockCompound","Contract interface","ERC165 > ERC165's supportsInterface(bytes4)","","","uses less than 30k gas [skip-on-coverage]",""
"passed","Wed Dec 22 10:53:55 GMT 2021","Wed Dec 22 10:54:57 GMT 2021","62276","Contract: StorageSlot","bytes32 storage slot","","","","set",""
"passed","Wed Dec 22 10:56:27 GMT 2021","Wed Dec 22 10:56:41 GMT 2021","13311","Contract: EIP712","","","","","digest",""
"passed","Wed Dec 22 11:09:51 GMT 2021","Wed Dec 22 11:09:57 GMT 2021","5644","Contract: EnumerableSet","EnumerableUintSet","remove","","","returns false when removing values not in the set",""
"passed","Wed Dec 22 11:06:25 GMT 2021","Wed Dec 22 11:06:37 GMT 2021","11981","Contract: SafeMath","with default revert message","mod > modulos correctly","","","when the dividend is a multiple of the divisor",""
"passed","Wed Dec 22 10:31:34 GMT 2021","Wed Dec 22 10:32:47 GMT 2021","73555","Contract: Initializable","complex testing with inheritance","","","","initializes human",""
"passed","Wed Dec 22 11:05:30 GMT 2021","Wed Dec 22 11:05:57 GMT 2021","27116","Contract: SafeCast","toUint224","","","","reverts when downcasting 2^224 + 1 (26959946667150639794667015087019630673637144422540572481103610249217)",""
