"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 07 08:32:23 GMT 2021","Tue Dec 07 08:32:40 GMT 2021","17552","","Contract: ERC721 with minted tokens transfers via transferFrom when called by the operator","","Contract: ERC721 with minted tokens transfers via transferFrom when called by the operator","emits an Approval event","emits an Approval event",""
"passed","Tue Dec 07 09:09:00 GMT 2021","Tue Dec 07 09:09:18 GMT 2021","17849","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the owner","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the owner","adjusts owners tokens by index","adjusts owners tokens by index",""
"passed","Tue Dec 07 09:10:05 GMT 2021","Tue Dec 07 09:10:25 GMT 2021","19907","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the approved individual","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the approved individual","emits a Transfer event","emits a Transfer event",""
"passed","Tue Dec 07 09:36:48 GMT 2021","Tue Dec 07 09:36:53 GMT 2021","5251","","Contract: SafeCast toUint16","","Contract: SafeCast toUint16","reverts when downcasting 2^16 (65536)","reverts when downcasting 2^16 (65536)",""
"passed","Tue Dec 07 09:37:59 GMT 2021","Tue Dec 07 09:38:03 GMT 2021","4493","","Contract: Create2 computeAddress","","Contract: Create2 computeAddress","computes the correct contract address with deployer","computes the correct contract address with deployer",""
"passed","Tue Dec 07 08:52:42 GMT 2021","Tue Dec 07 08:53:06 GMT 2021","24159","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a valid receiver contract when called by the owner without an approved user","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a valid receiver contract when called by the owner without an approved user","emits an Approval event","emits an Approval event",""
"passed","Tue Dec 07 09:11:25 GMT 2021","Tue Dec 07 09:11:42 GMT 2021","16596","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the operator","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the operator","emits a Transfer event","emits a Transfer event",""
"passed","Tue Dec 07 08:27:21 GMT 2021","Tue Dec 07 08:27:32 GMT 2021","11221","","Contract: ERC1155Supply after mint single","","Contract: ERC1155Supply after mint single","totalSupply","totalSupply",""
"passed","Tue Dec 07 08:58:10 GMT 2021","Tue Dec 07 08:58:30 GMT 2021","20788","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when called by the owner","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when called by the owner","clears the approval for the token ID","clears the approval for the token ID",""
"passed","Tue Dec 07 08:59:55 GMT 2021","Tue Dec 07 09:00:16 GMT 2021","21099","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when called by the approved individual","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when called by the approved individual","clears the approval for the token ID","clears the approval for the token ID",""
"passed","Tue Dec 07 09:42:03 GMT 2021","Tue Dec 07 09:42:07 GMT 2021","4271","","Contract: SafeCast toInt32","","Contract: SafeCast toInt32","reverts when downcasting 2^31 + 1 (2147483649)","reverts when downcasting 2^31 + 1 (2147483649)",""
"failed","Tue Dec 07 08:07:01 GMT 2021","Tue Dec 07 08:07:11 GMT 2021","10150","","Contract: VestingWallet vesting schedule Eth vesting","","Contract: VestingWallet vesting schedule Eth vesting","check vesting schedule","check vesting schedule",""
"passed","Tue Dec 07 09:37:08 GMT 2021","Tue Dec 07 09:37:17 GMT 2021","9007","","Contract: ERC165Checker ERC165 supported","","Contract: ERC165Checker ERC165 supported","supports ERC165","supports ERC165",""
"skipped","Tue Dec 07 08:23:08 GMT 2021","Tue Dec 07 08:23:08 GMT 2021","0","","Contract: ERC20VotesComp getPastTotalSupply","","Contract: ERC20VotesComp getPastTotalSupply","returns the latest block if >= last checkpoint block","returns the latest block if >= last checkpoint block",""
"passed","Tue Dec 07 09:38:42 GMT 2021","Tue Dec 07 09:38:50 GMT 2021","8472","","Contract: EnumerableMap read get","","Contract: EnumerableMap read get","existing value","existing value",""
"passed","Tue Dec 07 08:40:00 GMT 2021","Tue Dec 07 08:40:17 GMT 2021","16761","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom with data to a user account when called by the operator","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom with data to a user account when called by the operator","transfers the ownership of the given token ID to the given address","transfers the ownership of the given token ID to the given address",""
"passed","Tue Dec 07 08:47:20 GMT 2021","Tue Dec 07 08:47:41 GMT 2021","20822","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a valid receiver contract when called by the owner","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a valid receiver contract when called by the owner","adjusts owners balances","adjusts owners balances",""
"passed","Tue Dec 07 08:25:33 GMT 2021","Tue Dec 07 08:25:40 GMT 2021","7301","","Contract: ERC721PresetMinterPauserAutoId","","Contract: ERC721PresetMinterPauserAutoId","deployer has the default admin role","deployer has the default admin role",""
"passed","Tue Dec 07 08:52:16 GMT 2021","Tue Dec 07 08:52:42 GMT 2021","25288","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a valid receiver contract when called by the owner without an approved user","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a valid receiver contract when called by the owner without an approved user","clears the approval for the token ID","clears the approval for the token ID",""
"broken","Tue Dec 07 07:58:03 GMT 2021","Tue Dec 07 07:58:04 GMT 2021","956","Hardhat advanced: Greeter","","","","","Should return the new greeting once it's changed",""
"passed","Tue Dec 07 07:59:01 GMT 2021","Tue Dec 07 07:59:01 GMT 2021","5","tests.truffle","test_truffle","","","","test_truffle_migration",""
"passed","Tue Dec 07 09:35:58 GMT 2021","Tue Dec 07 09:36:09 GMT 2021","11532","","Contract: MulticallToken","","Contract: MulticallToken","batches function calls","batches function calls",""
"failed","Tue Dec 07 08:06:43 GMT 2021","Tue Dec 07 08:06:46 GMT 2021","3450","","Contract: PaymentSplitter","","Contract: PaymentSplitter","rejects an empty set of payees","rejects an empty set of payees",""
"passed","Tue Dec 07 09:11:39 GMT 2021","Tue Dec 07 09:11:58 GMT 2021","18936","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the operator","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the operator","transfers the ownership of the given token ID to the given address","transfers the ownership of the given token ID to the given address",""
"passed","Tue Dec 07 09:10:25 GMT 2021","Tue Dec 07 09:10:44 GMT 2021","18831","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the approved individual","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the approved individual","clears the approval for the token ID","clears the approval for the token ID",""
"passed","Tue Dec 07 08:25:24 GMT 2021","Tue Dec 07 08:25:28 GMT 2021","4022","","Contract: ERC721Enumerable Contract interface ERC721 balanceOf(address)","","Contract: ERC721Enumerable Contract interface ERC721 balanceOf(address)","has to be implemented","has to be implemented",""
"passed","Tue Dec 07 08:23:55 GMT 2021","Tue Dec 07 08:24:06 GMT 2021","10850","","Contract: ERC20FlashMint flashLoan","","Contract: ERC20FlashMint flashLoan","missing approval","missing approval",""
"passed","Tue Dec 07 08:40:31 GMT 2021","Tue Dec 07 08:40:46 GMT 2021","14911","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom with data to a user account when called by the operator","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom with data to a user account when called by the operator","clears the approval for the token ID","clears the approval for the token ID",""
"failed","Tue Dec 07 08:06:55 GMT 2021","Tue Dec 07 08:06:58 GMT 2021","2860","","Contract: PaymentSplitter","","Contract: PaymentSplitter","rejects zero-valued shares","rejects zero-valued shares",""
"passed","Tue Dec 07 08:39:42 GMT 2021","Tue Dec 07 08:39:56 GMT 2021","13221","","Contract: ERC1155 like an ERC1155 safeBatchTransferFrom to a receiver contract that reverts","","Contract: ERC1155 like an ERC1155 safeBatchTransferFrom to a receiver contract that reverts","reverts","reverts",""
"passed","Tue Dec 07 09:37:50 GMT 2021","Tue Dec 07 09:38:11 GMT 2021","21050","","Contract: Address sendValue when sender contract has funds","","Contract: Address sendValue when sender contract has funds","sends 0 wei","sends 0 wei",""
"passed","Tue Dec 07 09:06:33 GMT 2021","Tue Dec 07 09:06:47 GMT 2021","14200","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when the address to transfer the token to is the zero address","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when the address to transfer the token to is the zero address","reverts","reverts",""
"passed","Tue Dec 07 08:28:54 GMT 2021","Tue Dec 07 08:29:12 GMT 2021","18111","","Contract: ERC721 with minted tokens transfers via transferFrom when called by the owner","","Contract: ERC721 with minted tokens transfers via transferFrom when called by the owner","emits an Approval event","emits an Approval event",""
"passed","Tue Dec 07 08:25:54 GMT 2021","Tue Dec 07 08:26:01 GMT 2021","7145","","Contract: ERC721PresetMinterPauserAutoId Contract interface ERC721 ERC165's supportsInterface(bytes4)","","Contract: ERC721PresetMinterPauserAutoId Contract interface ERC721 ERC165's supportsInterface(bytes4)","uses less than 30k gas [skip-on-coverage]","uses less than 30k gas [skip-on-coverage]",""
"broken","Tue Dec 07 07:57:35 GMT 2021","Tue Dec 07 07:57:37 GMT 2021","2095","tests.brownie.token.tests","test_transfer","","","","test_returns_true",""
"passed","Tue Dec 07 09:14:40 GMT 2021","Tue Dec 07 09:15:02 GMT 2021","22043","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the owner without an approved user","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the owner without an approved user","emits an Approval event","emits an Approval event",""
"passed","Tue Dec 07 08:39:11 GMT 2021","Tue Dec 07 08:39:27 GMT 2021","15458","","Contract: ERC1155 like an ERC1155 safeBatchTransferFrom when sending to a valid receiver with data","","Contract: ERC1155 like an ERC1155 safeBatchTransferFrom when sending to a valid receiver with data","calls onERC1155Received","calls onERC1155Received",""
"passed","Tue Dec 07 09:39:55 GMT 2021","Tue Dec 07 09:40:06 GMT 2021","10679","","Contract: TimersTimestamp","","Contract: TimersTimestamp","expired","expired",""
"passed","Tue Dec 07 08:07:12 GMT 2021","Tue Dec 07 08:07:24 GMT 2021","12691","","Contract: PaymentSplitter once deployed","","Contract: PaymentSplitter once deployed","has payees","has payees",""
"passed","Tue Dec 07 09:38:45 GMT 2021","Tue Dec 07 09:39:03 GMT 2021","17707","","Contract: BitMap unset","","Contract: BitMap unset","removes consecutive added keys","removes consecutive added keys",""
"passed","Tue Dec 07 09:24:31 GMT 2021","Tue Dec 07 09:24:46 GMT 2021","15172","","Contract: ERC721Enumerable with minted tokens approve when approving a non-zero address when there was a prior approval to a different address","","Contract: ERC721Enumerable with minted tokens approve when approving a non-zero address when there was a prior approval to a different address","emits an approval event","emits an approval event",""
"passed","Tue Dec 07 08:24:39 GMT 2021","Tue Dec 07 08:24:43 GMT 2021","4713","","Contract: ERC20 balanceOf when the requested account has no tokens","","Contract: ERC20 balanceOf when the requested account has no tokens","returns zero","returns zero",""
"passed","Tue Dec 07 08:24:06 GMT 2021","Tue Dec 07 08:24:20 GMT 2021","14215","","Contract: ERC20FlashMint flashLoan","","Contract: ERC20FlashMint flashLoan","unavailable funds","unavailable funds",""
"passed","Tue Dec 07 08:33:48 GMT 2021","Tue Dec 07 08:34:09 GMT 2021","20458","","Contract: ERC721 with minted tokens transfers via transferFrom when called by the owner without an approved user","","Contract: ERC721 with minted tokens transfers via transferFrom when called by the owner without an approved user","clears the approval for the token ID","clears the approval for the token ID",""
"passed","Tue Dec 07 08:43:37 GMT 2021","Tue Dec 07 08:43:57 GMT 2021","20343","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a user account when sent to the owner","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a user account when sent to the owner","clears the approval for the token ID","clears the approval for the token ID",""
"passed","Tue Dec 07 09:37:27 GMT 2021","Tue Dec 07 09:37:33 GMT 2021","6351","","Contract: SignedSafeMath div","","Contract: SignedSafeMath div","divides zero correctly","divides zero correctly",""
"passed","Tue Dec 07 08:34:42 GMT 2021","Tue Dec 07 08:34:57 GMT 2021","14646","","Contract: ERC1155 like an ERC1155 safeTransferFrom when sending to a valid receiver with data","","Contract: ERC1155 like an ERC1155 safeTransferFrom when sending to a valid receiver with data","credits transferred balance to receiver","credits transferred balance to receiver",""
"passed","Tue Dec 07 09:31:30 GMT 2021","Tue Dec 07 09:31:34 GMT 2021","4701","","Contract: ERC721Enumerable Contract interface ERC721Enumerable totalSupply()","","Contract: ERC721Enumerable Contract interface ERC721Enumerable totalSupply()","has to be implemented","has to be implemented",""
"passed","Tue Dec 07 09:33:56 GMT 2021","Tue Dec 07 09:34:05 GMT 2021","9479","","Contract: ERC721Enumerable _mint(address, uint256) with minted token","","Contract: ERC721Enumerable _mint(address, uint256) with minted token","adjusts all tokens list","adjusts all tokens list",""
"passed","Tue Dec 07 09:37:27 GMT 2021","Tue Dec 07 09:37:42 GMT 2021","15428","","Contract: Address sendValue when sender contract has no funds","","Contract: Address sendValue when sender contract has no funds","sends 0 wei","sends 0 wei",""
"passed","Tue Dec 07 08:26:27 GMT 2021","Tue Dec 07 08:26:37 GMT 2021","9503","","Contract: ERC20 transfer from when the token owner is not the zero address when the recipient is not the zero address when the spender does not have enough approved balance when the token owner has enough balance","","Contract: ERC20 transfer from when the token owner is not the zero address when the recipient is not the zero address when the spender does not have enough approved balance when the token owner has enough balance","reverts","reverts",""
"passed","Tue Dec 07 09:10:32 GMT 2021","Tue Dec 07 09:10:49 GMT 2021","17989","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the approved individual","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when called by the approved individual","adjusts owners balances","adjusts owners balances",""
"skipped","Tue Dec 07 08:23:08 GMT 2021","Tue Dec 07 08:23:08 GMT 2021","0","","Contract: ERC20VotesComp set delegation with signature","","Contract: ERC20VotesComp set delegation with signature","accept signed delegation","accept signed delegation",""
"passed","Tue Dec 07 08:42:35 GMT 2021","Tue Dec 07 08:42:50 GMT 2021","14748","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a user account when called by the owner without an approved user","","Contract: ERC721 with minted tokens transfers via safeTransferFrom with data to a user account when called by the owner without an approved user","emits an Approval event","emits an Approval event",""
"skipped","Tue Dec 07 08:22:52 GMT 2021","Tue Dec 07 08:22:52 GMT 2021","0","","Contract: ERC20Votes","","Contract: ERC20Votes","minting restriction","minting restriction",""
"passed","Tue Dec 07 09:38:23 GMT 2021","Tue Dec 07 09:38:32 GMT 2021","9124","","Contract: ERC165Checker ERC165 and many interfaces supported","","Contract: ERC165Checker ERC165 and many interfaces supported","supports ERC165","supports ERC165",""
"passed","Tue Dec 07 09:07:33 GMT 2021","Tue Dec 07 09:07:54 GMT 2021","20893","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract","calls onERC721Received from approved","calls onERC721Received from approved",""
"passed","Tue Dec 07 08:29:48 GMT 2021","Tue Dec 07 08:29:55 GMT 2021","7184","","Contract: ERC1155PresetMinterPauser Contract interface ERC1155 ERC165's supportsInterface(bytes4)","","Contract: ERC1155PresetMinterPauser Contract interface ERC1155 ERC165's supportsInterface(bytes4)","claims support [skip-on-coverage]","claims support [skip-on-coverage]",""
"passed","Tue Dec 07 09:17:23 GMT 2021","Tue Dec 07 09:17:42 GMT 2021","18866","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when the address of the previous owner is incorrect","","Contract: ERC721Enumerable with minted tokens transfers via safeTransferFrom without data to a valid receiver contract when the address of the previous owner is incorrect","reverts","reverts",""
"passed","Tue Dec 07 08:02:03 GMT 2021","Tue Dec 07 08:02:10 GMT 2021","6375","","Contract: Ownable","","Contract: Ownable","has an owner","has an owner",""
"passed","Tue Dec 07 08:24:55 GMT 2021","Tue Dec 07 08:25:08 GMT 2021","12876","","Contract: SafeERC20 with token that returns true on all calls approvals with zero allowance","","Contract: SafeERC20 with token that returns true on all calls approvals with zero allowance","doesn't revert when increasing the allowance","doesn't revert when increasing the allowance",""
