"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 15 12:55:25 GMT 2021","Mon Nov 15 12:55:27 GMT 2021","2003","Ethers.js","","","","","testQueryingBlockchain",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","8","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data1]",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","4","tests.truffle","test_truffle","","","","test_truffle_test",""
"broken","Mon Nov 15 12:55:29 GMT 2021","Mon Nov 15 12:55:30 GMT 2021","1045","Ethers.js","","","","","testReadOnlyMethods",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","7","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data3]",""
"passed","Mon Nov 15 12:57:30 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","9","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data0]",""
"broken","Mon Nov 15 12:55:27 GMT 2021","Mon Nov 15 12:55:29 GMT 2021","1563","Ethers.js","","","","","testWritingToTheBlockchain",""
"passed","Mon Nov 15 12:55:24 GMT 2021","Mon Nov 15 12:55:25 GMT 2021","980","Ethers.js","","","","","shouldConnectViaEthersJs",""
"passed","Mon Nov 15 12:55:22 GMT 2021","Mon Nov 15 12:55:24 GMT 2021","1702","Ethers.js","","","","","shouldCountTransactions",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","4","tests.truffle","test_truffle","","","","test_issue_364_self_destruct_contract",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","6","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data2]",""
"skipped","Mon Nov 15 12:57:30 GMT 2021","Mon Nov 15 12:57:30 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_advanced",""
"broken","Mon Nov 15 12:55:30 GMT 2021","Mon Nov 15 12:55:30 GMT 2021","481","Ethers.js","","","","","testQueryHistoricEvents",""
"skipped","Mon Nov 15 12:57:30 GMT 2021","Mon Nov 15 12:57:30 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"broken","Mon Nov 15 12:55:30 GMT 2021","Mon Nov 15 12:55:31 GMT 2021","484","Ethers.js","","","","","testSigningMessages",""
"passed","Mon Nov 15 12:55:25 GMT 2021","Mon Nov 15 12:55:25 GMT 2021","2","Ethers.js","","","","","testSigner",""
"broken","Mon Nov 15 12:55:31 GMT 2021","Mon Nov 15 12:55:31 GMT 2021","21","ethjs","","","","","test01",""
"passed","Mon Nov 15 12:55:31 GMT 2021","Mon Nov 15 12:55:31 GMT 2021","7","ethjs","","","","","Connection test (js)",""
"passed","Mon Nov 15 12:55:30 GMT 2021","Mon Nov 15 12:55:30 GMT 2021","7","Ethers.js","","","","","testStateChangingMethods",""
"broken","Mon Nov 15 12:55:22 GMT 2021","Mon Nov 15 12:55:22 GMT 2021","861","Ethers.js","","","","","shouldCreateAcccountWithEthersJs",""
"skipped","Mon Nov 15 12:57:30 GMT 2021","Mon Nov 15 12:57:30 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_simple",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","3","tests.truffle","test_truffle","","","","test_truffle_migration",""
"passed","Mon Nov 15 12:57:31 GMT 2021","Mon Nov 15 12:57:31 GMT 2021","4","tests.truffle","test_truffle","","","","test_truffle_contract",""
"passed","Mon Nov 15 12:55:29 GMT 2021","Mon Nov 15 12:55:29 GMT 2021","10","Ethers.js","","","","","testContracts",""
"broken","Mon Nov 15 12:55:37 GMT 2021","Mon Nov 15 12:55:38 GMT 2021","1081","Hardhat advanced: Greeter","","","","","Should return the new greeting once it's changed",""
