"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 16 13:04:38 GMT 2021","Tue Nov 16 13:04:38 GMT 2021","16","ethjs","","","","","test01",""
"passed","Tue Nov 16 13:04:36 GMT 2021","Tue Nov 16 13:04:36 GMT 2021","8","Ethers.js","","","","","testContracts",""
"skipped","Tue Nov 16 13:07:31 GMT 2021","Tue Nov 16 13:07:31 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"passed","Tue Nov 16 13:04:38 GMT 2021","Tue Nov 16 13:04:38 GMT 2021","5","ethjs","","","","","Connection test (js)",""
"passed","Tue Nov 16 13:04:32 GMT 2021","Tue Nov 16 13:04:32 GMT 2021","1","Ethers.js","","","","","testSigner",""
"broken","Tue Nov 16 13:04:37 GMT 2021","Tue Nov 16 13:04:37 GMT 2021","485","Ethers.js","","","","","testQueryHistoricEvents",""
"failed","Tue Nov 16 13:08:16 GMT 2021","Tue Nov 16 13:09:19 GMT 2021","62679","tests.truffle","test_truffle","","","","test_truffle_contract",""
"passed","Tue Nov 16 13:04:29 GMT 2021","Tue Nov 16 13:04:31 GMT 2021","1717","Ethers.js","","","","","shouldCountTransactions",""
"passed","Tue Nov 16 13:04:37 GMT 2021","Tue Nov 16 13:04:37 GMT 2021","5","Ethers.js","","","","","testStateChangingMethods",""
"skipped","Tue Nov 16 13:07:31 GMT 2021","Tue Nov 16 13:07:31 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_simple",""
"passed","Tue Nov 16 13:07:31 GMT 2021","Tue Nov 16 13:08:16 GMT 2021","44813","tests.truffle","test_truffle","","","","test_truffle_migration",""
"broken","Tue Nov 16 13:04:43 GMT 2021","Tue Nov 16 13:04:44 GMT 2021","1073","Hardhat advanced: Greeter","","","","","Should return the new greeting once it's changed",""
"failed","Tue Nov 16 13:09:53 GMT 2021","Tue Nov 16 13:10:31 GMT 2021","38172","tests.truffle","test_truffle","","","","test_issue_364_self_destruct_contract",""
"failed","Tue Nov 16 13:09:19 GMT 2021","Tue Nov 16 13:09:53 GMT 2021","34224","tests.truffle","test_truffle","","","","test_truffle_test",""
"skipped","Tue Nov 16 13:07:31 GMT 2021","Tue Nov 16 13:07:31 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_advanced",""
"broken","Tue Nov 16 13:04:37 GMT 2021","Tue Nov 16 13:04:38 GMT 2021","482","Ethers.js","","","","","testSigningMessages",""
"broken","Tue Nov 16 13:04:34 GMT 2021","Tue Nov 16 13:04:36 GMT 2021","1560","Ethers.js","","","","","testWritingToTheBlockchain",""
"broken","Tue Nov 16 13:04:36 GMT 2021","Tue Nov 16 13:04:37 GMT 2021","1084","Ethers.js","","","","","testReadOnlyMethods",""
"passed","Tue Nov 16 13:04:31 GMT 2021","Tue Nov 16 13:04:32 GMT 2021","1074","Ethers.js","","","","","shouldConnectViaEthersJs",""
"broken","Tue Nov 16 13:04:28 GMT 2021","Tue Nov 16 13:04:29 GMT 2021","902","Ethers.js","","","","","shouldCreateAcccountWithEthersJs",""
"broken","Tue Nov 16 13:04:32 GMT 2021","Tue Nov 16 13:04:34 GMT 2021","2002","Ethers.js","","","","","testQueryingBlockchain",""
