"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 15 04:32:00 GMT 2021","Mon Nov 15 04:32:29 GMT 2021","29039","","Contract: ERC20VotesComp transfers","","Contract: ERC20VotesComp transfers","sender delegation","sender delegation",""
"passed","Mon Nov 15 03:45:44 GMT 2021","Mon Nov 15 03:45:55 GMT 2021","10597","","Contract: ERC1155PresetMinterPauser pausing","","Contract: ERC1155PresetMinterPauser pausing","other accounts cannot pause","other accounts cannot pause",""
"passed","Mon Nov 15 04:51:48 GMT 2021","Mon Nov 15 04:52:18 GMT 2021","30594","","Contract: ERC20 erc20 behaviour transfer from when the token owner is not the zero address when the recipient is the zero address","","Contract: ERC20 erc20 behaviour transfer from when the token owner is not the zero address when the recipient is the zero address","reverts","reverts",""
"skipped","Mon Nov 15 02:37:03 GMT 2021","Mon Nov 15 02:37:03 GMT 2021","0","","Contract: ERC1967Proxy initialization without parameters non payable when not sending balance","","Contract: ERC1967Proxy initialization without parameters non payable when not sending balance","sets the implementation address","sets the implementation address",""
"passed","Mon Nov 15 00:59:09 GMT 2021","Mon Nov 15 00:59:16 GMT 2021","7165","","Contract: AccessControl Contract interface AccessControlEnumerable ERC165's supportsInterface(bytes4)","","Contract: AccessControl Contract interface AccessControlEnumerable ERC165's supportsInterface(bytes4)","uses less than 30k gas [skip-on-coverage]","uses less than 30k gas [skip-on-coverage]",""
"broken","Mon Nov 15 01:43:24 GMT 2021","Mon Nov 15 01:44:18 GMT 2021","53214","","Contract: Governor state Defeated","","Contract: Governor state Defeated","run","run",""
"passed","Mon Nov 15 06:05:00 GMT 2021","Mon Nov 15 06:05:26 GMT 2021","26328","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when called by the owner without an approved user","","Contract: ERC721 with minted tokens transfers via safeTransferFrom without data to a user account when called by the owner without an approved user","adjusts owners tokens by index","adjusts owners tokens by index",""
"passed","Mon Nov 15 00:55:18 GMT 2021","Mon Nov 15 00:55:25 GMT 2021","6724","","Contract: AccessControl default admin","","Contract: AccessControl default admin","default admin role's admin is itself","default admin role's admin is itself",""
"passed","Mon Nov 15 04:06:59 GMT 2021","Mon Nov 15 04:07:11 GMT 2021","12358","","Contract: ERC20Burnable burnFrom when the given amount is greater than the balance of the sender","","Contract: ERC20Burnable burnFrom when the given amount is greater than the balance of the sender","reverts","reverts",""
"passed","Mon Nov 15 02:37:03 GMT 2021","Mon Nov 15 02:37:10 GMT 2021","7263","","Contract: ERC1967Proxy initialization without parameters non payable when not sending balance","","Contract: ERC1967Proxy initialization without parameters non payable when not sending balance","initializes the proxy","initializes the proxy",""
"broken","Mon Nov 15 01:54:59 GMT 2021","Mon Nov 15 01:55:57 GMT 2021","58613","","Contract: Governor Settings update setVotingPeriod","","Contract: Governor Settings update setVotingPeriod","run","run",""
