"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 10 10:28:13 GMT 2021","Fri Dec 10 10:28:13 GMT 2021","197","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[4]",""
"passed","Fri Dec 10 10:28:13 GMT 2021","Fri Dec 10 10:28:15 GMT 2021","1964","tests.brownie.token.tests","test_approve","","","","test_approve",""
"broken","Fri Dec 10 10:30:56 GMT 2021","Fri Dec 10 10:30:56 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_transfer_event_fires",""
"passed","Fri Dec 10 10:22:12 GMT 2021","Fri Dec 10 10:22:13 GMT 2021","1516","Ethers.js","","","","","shouldCountTransactions",""
"broken","Fri Dec 10 10:38:23 GMT 2021","Fri Dec 10 10:38:54 GMT 2021","31460","tests.brownie.token.tests","test_transferFrom","","","","test_revoked_approval",""
"broken","Fri Dec 10 10:30:56 GMT 2021","Fri Dec 10 10:30:56 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_returns_true",""
"broken","Fri Dec 10 10:29:18 GMT 2021","Fri Dec 10 10:29:49 GMT 2021","31264","tests.brownie.token.tests","test_approve","","","","test_approve_self",""
"broken","Fri Dec 10 10:32:30 GMT 2021","Fri Dec 10 10:33:02 GMT 2021","31415","tests.brownie.token.tests","test_transferFrom","","","","test_sender_balance_decreases",""
"passed","Fri Dec 10 10:24:13 GMT 2021","Fri Dec 10 10:24:14 GMT 2021","1485","tests.brownie","test_brownie","","","","test_brownie_connect",""
"passed","Fri Dec 10 10:22:14 GMT 2021","Fri Dec 10 10:22:14 GMT 2021","2","Ethers.js","","","","","testSigner",""
"broken","Fri Dec 10 10:28:47 GMT 2021","Fri Dec 10 10:29:18 GMT 2021","31231","tests.brownie.token.tests","test_approve","","","","test_revoke_approve",""
"broken","Fri Dec 10 10:30:56 GMT 2021","Fri Dec 10 10:30:56 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_transfer_to_self",""
"broken","Fri Dec 10 10:30:56 GMT 2021","Fri Dec 10 10:30:56 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_receiver_balance_increases",""
"passed","Fri Dec 10 10:22:18 GMT 2021","Fri Dec 10 10:22:18 GMT 2021","4","Ethers.js","","","","","testStateChangingMethods",""
"broken","Fri Dec 10 10:30:24 GMT 2021","Fri Dec 10 10:30:24 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_sender_balance_decreases",""
"broken","Fri Dec 10 10:33:38 GMT 2021","Fri Dec 10 10:34:09 GMT 2021","31432","tests.brownie.token.tests","test_transferFrom","","","","test_caller_approval_affected",""
"broken","Fri Dec 10 10:30:56 GMT 2021","Fri Dec 10 10:30:56 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_insufficient_balance",""
"passed","Fri Dec 10 10:22:13 GMT 2021","Fri Dec 10 10:22:14 GMT 2021","986","Ethers.js","","","","","shouldConnectViaEthersJs",""
"passed","Fri Dec 10 10:28:12 GMT 2021","Fri Dec 10 10:28:13 GMT 2021","186","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[1]",""
"broken","Fri Dec 10 10:22:11 GMT 2021","Fri Dec 10 10:22:12 GMT 2021","693","Ethers.js","","","","","shouldCreateAcccountWithEthersJs",""
"broken","Fri Dec 10 10:37:19 GMT 2021","Fri Dec 10 10:37:51 GMT 2021","31438","tests.brownie.token.tests","test_transferFrom","","","","test_insufficient_balance",""
"broken","Fri Dec 10 10:37:51 GMT 2021","Fri Dec 10 10:38:22 GMT 2021","31435","tests.brownie.token.tests","test_transferFrom","","","","test_no_approval",""
"passed","Fri Dec 10 10:28:12 GMT 2021","Fri Dec 10 10:28:12 GMT 2021","186","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[0]",""
