"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 15 08:58:18 GMT 2021","Wed Dec 15 08:58:42 GMT 2021","23761","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > to a receiver contract that panics","","","reverts",""
"passed","Wed Dec 15 07:25:08 GMT 2021","Wed Dec 15 07:25:15 GMT 2021","7232","Contract: ERC721PresetMinterPauserAutoId","","","","","token has correct symbol",""
"passed","Wed Dec 15 07:39:49 GMT 2021","Wed Dec 15 07:40:03 GMT 2021","14687","Contract: SafeERC20","with token that returns true on all calls","approvals > with non-zero allowance","","","doesn't revert when approving a zero allowance",""
"passed","Wed Dec 15 07:25:01 GMT 2021","Wed Dec 15 07:25:08 GMT 2021","6670","Contract: ERC721PresetMinterPauserAutoId","","","","","token has correct name",""
"passed","Wed Dec 15 09:27:24 GMT 2021","Wed Dec 15 09:28:15 GMT 2021","50857","Contract: EnumerableSet","EnumerableBytes32Set","remove","","","adds and removes multiple values",""
"passed","Wed Dec 15 07:20:53 GMT 2021","Wed Dec 15 07:21:00 GMT 2021","7237","tests.brownie.token.tests","test_transferFrom","","","","test_receiver_approval_not_affected",""
"passed","Wed Dec 15 09:11:23 GMT 2021","Wed Dec 15 09:11:32 GMT 2021","9007","Contract: Pausable","when unpaused","when paused","","","emits a Paused event",""
"skipped","Wed Dec 15 08:21:06 GMT 2021","Wed Dec 15 08:21:06 GMT 2021","0","Contract: TimelockController","methods","batch > schedule","","","prevent non-proposer from commiting",""
"passed","Wed Dec 15 08:14:18 GMT 2021","Wed Dec 15 08:14:24 GMT 2021","5848","Contract: Strings","from uint256 - fixed hex format","","","","converts a positive number (short)",""
"passed","Wed Dec 15 07:50:52 GMT 2021","Wed Dec 15 07:50:58 GMT 2021","5969","Contract: SafeCast","toInt16","","","","downcasts -2^15 (-32768)",""
"passed","Wed Dec 15 08:03:39 GMT 2021","Wed Dec 15 08:04:00 GMT 2021","21316","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > with data > to a user account > when called by the approved individual","","","transfers the ownership of the given token ID to the given address",""
"passed","Wed Dec 15 08:44:45 GMT 2021","Wed Dec 15 08:44:50 GMT 2021","5015","Contract: ERC1155PresetMinterPauser","Contract interface","AccessControl > revokeRole(bytes32,address)","","","has to be implemented",""
"passed","Wed Dec 15 07:41:13 GMT 2021","Wed Dec 15 07:41:21 GMT 2021","8415","Contract: ERC1967Proxy","initialization without parameters","non payable > when not sending balance","","","initializes the proxy",""
"passed","Wed Dec 15 08:12:54 GMT 2021","Wed Dec 15 08:12:59 GMT 2021","4523","Contract: ERC165","Contract interface","ERC165 > supportsInterface(bytes4)","","","has to be implemented",""
"passed","Wed Dec 15 07:31:03 GMT 2021","Wed Dec 15 07:31:16 GMT 2021","13044","Contract: ERC721Pausable","when token is paused","","","","reverts when trying to transferFrom",""
"passed","Wed Dec 15 09:10:08 GMT 2021","Wed Dec 15 09:10:14 GMT 2021","6151","Contract: ERC721","metadata","","","","has a name",""
"passed","Wed Dec 15 07:55:51 GMT 2021","Wed Dec 15 07:55:57 GMT 2021","5937","Contract: SafeCast","toInt256","","","","casts INT256_MAX (57896044618658097711785492504343953926634992332820282019728792003956564819967)",""
"passed","Wed Dec 15 09:01:15 GMT 2021","Wed Dec 15 09:01:29 GMT 2021","13582","Contract: ERC721","with minted tokens","approve > when clearing approval > when there was no prior approval","","","emits an approval event",""
"failed","Wed Dec 15 08:18:06 GMT 2021","Wed Dec 15 08:18:17 GMT 2021","10715","Contract: Escrow","as an escrow","deposits","","","can track deposits to multiple accounts",""
"passed","Wed Dec 15 09:33:45 GMT 2021","Wed Dec 15 09:33:51 GMT 2021","5826","Contract: Arrays","findUpperBound","Array with gap","","","returns index of first element in next filled range",""
